doi,title,authors
10.7567/1347-4065/ab2eb1,Enhanced superconductivity by Na doping in SnAs-based layered compound Na1+x Sn2−x As2,"Hao Yuwen, Yosuke Goto, Rajveer Jha, Akira Miura, Chikako Moriyoshi, Yoshihiro Kuroiwa, Tatsuma D Matsuda, Yuji Aoki, Yoshikazu Mizuguchi"
10.7567/1882-0786/aaf6e6,Novel method to study strain effect of thin films using a piezoelectric-based device and a flexible metallic substrate,"Kazumasa Iida, Yuwa Sugimoto, Takafumi Hatano, Takahiro Urata, Marco Langer, Bernhard Holzapfel, Jens Hänisch, Hiroshi Ikuta"
10.7567/1882-0786/ab0521,Pressure effect in Bi-2212 and Bi-2223 cuprate superconductor,"Shintaro Adachi, Ryo Matsumoto, Hiroshi Hara, Yoshito Saito, Peng Song, Hiroyuki Takeya, Takao Watanabe, Yoshihiko Takano"
10.7567/apex.10.023101,Direct observation of microstructures on superconducting single crystals of KxFe2−ySe2,"Masashi Tanaka, Hiroyuki Takeya, Yoshihiko Takano"
10.7567/apex.11.053101,Diamond anvil cells using boron-doped diamond electrodes covered with undoped diamond insulating layer,"Ryo Matsumoto, Aichi Yamashita, Hiroshi Hara, Tetsuo Irifune, Shintaro Adachi, Hiroyuki Takeya, Yoshihiko Takano"
10.7567/apex.11.053102,Superconductivity in REO0.5F0.5BiS2 with high-entropy-alloy-type blocking layers,"Ryota Sogabe, Yosuke Goto, Yoshikazu Mizuguchi"
10.7567/apex.11.093101,Two pressure-induced superconducting transitions in SnBi2Se4 explored by data-driven materials search: new approach to developing novel functional materials including thermoelectric and superconducting materials,"Ryo Matsumoto, Zhufeng Hou, Hiroshi Hara, Shintaro Adachi, Hiroyuki Takeya, Tetsuo Irifune, Kiyoyuki Terakura, Yoshihiko Takano"
10.7567/apex.6.043101,"Large, Homogeneous, and Isotropic Critical Current Density in Oxygen-Annealed Fe1+yTe0.6Se0.4Single Crystal","Yue Sun, Toshihiro Taen, Yuji Tsuchiya, Qingping Ding, Sunseng Pyon, Zhixiang Shi, Tsuyoshi Tamegai"
10.7567/apex.6.123101,"Enhancement of Critical Current Densities in (Ba,K)Fe2As2by 320 MeV Au Irradiation in Single Crystals and by High-Pressure Sintering in Powder-in-Tube Wires","Sunseng Pyon, Toshihiro Taen, Fumiaki Ohtake, Yuji Tsuchiya, Hiroshi Inoue, Hiroki Akiyama, Hideki Kajitani, Norikiyo Koizumi, Satoru Okayasu, Tsuyoshi Tamegai"
10.7567/apex.7.073102,Synthesis and physical properties of Ca1−xRExFeAs2withRE= La–Gd,"Alberto Sala, Hiroyuki Yakita, Hiraku Ogino, Tomoyuki Okada, Akiyasu Yamamoto, Kohji Kishio, Shigeyuki Ishida, Akira Iyo, Hiroshi Eisaki, Masaya Fujioka, Yoshihiko Takano, Marina Putti, Jun-Ichi Shimoyama"
10.7567/apex.8.015502,Ferromagnetic SrRuO3 thin-film deposition on a spin-triplet superconductor Sr2RuO4 with a highly conducting interface,"M S Anwar, Yeong Jae Shin, Seung Ran Lee, Sung Jin Kang, Yuske Sugimoto, Shingo Yonezawa, Tae Won Noh, Yoshiteru Maeno"
10.7567/apex.8.023102,"Topotactic synthesis of a new BiS2-based superconductor Bi2(O,F)S2","Tomoyuki Okada, Hiraku Ogino, Jun-Ichi Shimoyama, Kohji Kishio"
10.7567/apex.9.023102,Gate-tunable superconducting quantum interference devices of PbS nanowires,"Hong-Seok Kim, Bum-Kyu Kim, Yiming Yang, Xingyue Peng, Soon-Gul Lee, Dong Yu, Yong-Joo Doh"
10.7567/jjap.54.083101,C-axis electrical resistivity of PrO1−aFaBiS2single crystals,"Masanori Nagao, Akira Miura, Satoshi Watauchi, Yoshihiko Takano, Isao Tanaka"
10.7567/jjap.56.05fc01,Diamond anvil cell using metallic diamond electrodes,"Ryo Matsumoto, Tetsuo Irifune, Masashi Tanaka, Hiroyuki Takeya, Yoshihiko Takano"
10.7567/jjap.57.120314,Systematic study on transport properties of FeSe thin films with various degrees of strain,"Fuyuki Nabeshima, Masataka Kawai, Tomoya Ishikawa, Naoki Shikama, Atsutaka Maeda"
10.9714/psac.2013.15.1.014,An analysis method of reflectance spectra of strongly correlated electron systems,Jungseek Hwang
10.9714/psac.2016.18.4.005,Fabrication and characterization of PbIn-Au-PbIn superconducting junctions,"Nam-Hee Kim, Bum-Kyu Kim, Hong-Seok Kim, Yong-Joo Doh"
,'17-15' Superconductivity -Rh 17 S 15 and Pd 17 Se 15,"Naren Hr, Arumugam Thamizhavel, Sushil Auluck, Rajendra Prasad"
,1 B NMR and Relaxation in MgB 2 Superconductor,"J K Jung, Ho Baek, F Borsa, S L Bud'ko, G Lapertot, P C Canfield"
,207 Pb AND 17 O NMR STUDY OF THE ELECTRON DENSITY DISTRIBUTION IN METAL PHASE OF BaPb 1−x Bi x O 3,"Yu Piskunov, A Gerashenko, A Pogudin, A Ananyev, K Mikhalev, K Okulova, S Verkhovskii, A Yakubovsky, A Trokiner"
,29 Si NMR and Hidden Order in URu 2 Si 2,"O O Bernal, C Rodrigues, A Martinez, H G Lukefahr, D E Maclaughlin, A A Menovsky, J A Mydosh"
,2D nano-granularity of the oxygen chains in the YBa 2 Cu 3 O 6.33 superconductor,"G Campi, A Ricci, N Poccia, A Bianconi"
,2D orbital-like magnetic order in La 2−x Sr x CuO 4,"V Balédent, B Fauqué, Y Sidis, N B Christensen, S Pailhès, K Conder, E Pomjakushina, J Mesot, P Bourges"
,2D scaling approach for the first order transition in Bi 2 Sr 2 CaCu 2 O 8+y,"T Schneider, J M Singer"
,2D superconductidy driven by interfacial electron-phonon coupling at the BaPbO 3 /BaBiO 3 bilayer,"S Di Napoli, C Helman, A M Llois, V Vildosola"
,31 P NMR studies of an iron-based superconductor Ba 0.5 Sr 0.5 Fe 2 (As 1−x P x ) 2 with T c = 29 K,"Yutaka Itoh, Seiji Adachi"
,"39 K and 87 Rb Nuclear Magnetic Resonance in the Pyrochlore Superconductors AOs 2 O 6 (A=K, Rb)","K Arai, J Kikuchi, K Kodama, M Takigawa, S Yonezawa, Y Muraoka, Z Hiroi"
,4 /-hybridization strength in CemMnIn3m + 2n heavyfermion compounds studied by Angle -Resolved Photoemission Spectroscopy,"Jiao-Jiao Song, Yang Luo, Chen Zhang, Qi -Yi Wu, Tomasz Durakiewicz, Yasmine Sassa, Oscar Tjernberg, Martin Mansson, Magnus H Berntsen, Yin-Zou Zhao, Hao Liu, Shuang-Xing Zhu, Zi-Teng Liu, Fan-Ying Wu, Shu-Yu Liu, Eric D Bauer, Jan Rusz, Peter M Oppeneer, Ya-Hua Yuan, Yu-Xia Duan, Jian-Qiao Meng"
,55 Mn NMR Study of the Field-Controlled Magnetic Phase Separation in (La 0.25 Pr 0.75 ) 0.7 Ca 0.3 MnO 3 with Different Oxygen Isotope Content,"A Gerashenko, Y Furukawa, K Kumagai, S Verkhovskii, K Mikhalev, A Yakubovskii"
,57 Fe and 151 Eu Mössbauer studies of 3d-4f spin interplay in EuFe 2-x Ni x As 2,"K Komędera, J Gatlik, A Błachowski, J Żukrowski, D Rybicki, A Delekta, M Babij, Z Bukowski"
,57 Fe Mössbauer study of magnetic ordering in superconducting K 0.85 Fe 1.83 Se 2.09 single crystals,"D H Ryan, W N Rowan-Weetaluktuk, J M Cadogan, R Hu, W E Straszheim, S L Bud'ko, P C Canfield"
,"59 Co and 75 As NMR Investigation of Lightly Doped Ba(Fe 1−x Co x ) 2 As 2 (x =0.02, 0.04)","F L Ning, K Ahilan, T Imai, A S Sefat, R Jin, M A Mcguire, B C Sales, D Mandrus"
,5HDO DQG PDUJLQDO LVRWRSH HIIHFWV LQ FXSUDWH VXSHUFRQGXFWRUV,"A R Bishop, A Bussmann-Holder, O V Dolgov, A Furrer, H Kamimura, H Keller, R Khasanov, R K Kremer, D Manske, K A Müller, A Simon"
,5 Heavy Fermions and the Kondo Lattice: a 21st Century Perspective,Piers Coleman
,63 Cu and 199 Hg NMR study of HgBa 2 CuO 4+δ single crystals,"Damian Rybicki, Jürgen Haase, Marc Lux, Michael Jurkutat, Martin Greven, Guichuan Yu, Yuan Li, Xudong Zhao"
,63 Cu-NMR study of oxygen disorder in ortho-II YBa 2 Cu 3 O,"T Wu, R Zhou, M Hirata, I Vinograd, H Mayaffre, R Liang, W N Hardy, D A Bonn, T Loew, J Porras, D Haug, C T Lin, V Hinkov, B Keimer, M.-H Julien"
,63 Cu NQR Measurement of Stripe Order Parameter in La 2−x Sr x CuO 4,"A W Hunt, P M Singer, K R Thurber, T Imai"
,6SHFLILF KHDW LQ WKH VXSHUFRQGXFWLQJ DQG QRUPDO VWDWH . 7HVODV DQG PDJQHWLF VXVFHSWLELOLW\ RI WKH . VXSHUFRQGXFWRU 0J% HYLGHQFH IRU D PXOWLFRPSRQHQW JDS,"Yuxing Wang, Tomasz Plackowski, Alain Junod"
,75 As NMR Observation of Anisotropic Spin Fluctuations in the Ba(Fe 0.92 Co 0.08 ) 2 As 2 Superconductor (T c = 22 K),"Fanlong Ning, Kanagasingham Ahilan, Takashi Imai, Athena S Sefat, Rongying Jin, Michael A Mcguire, Brian C Sales, David Mandrus"
,75 As-NMR Studies of LaFeAsO 1-x F x for Various x Values,"Yoshiaki Kobayashi, Erika Satomi, Sang Chul Lee, Masatoshi Sato"
,77 Se NMR Evidence of Strongly Coupled Superconductivity in K 0.8 Fe 2−x Se 2,"L Ma, J B He, D M Wang, G F Chen, Weiqiang Yu"
,77 Se NMR Investigation of the K x Fe 2−y Se 2 High T c Superconductor (T c = 33 K) *,"D A Torchetti, M Fu, D C Christensen, K J Nelson, T Imai, H C Lei, C Petrovic"
,77 Se NMR study of pairing symmetry and spin dynamics in K y Fe 2−x Se 2,"Weiqiang Yu, L Ma, J B He, D M Wang, T.-L Xia, G F Chen, Wei Bao"
,7 O NMR studies of a triangular-lattice superconductor Na x CoO 2 • yH 2 O,"F L Ning, T Imai"
,7 O NMR study of charge ordered La,"Sr, Cuo, T Imai, K Hirota"
,81 Ta Nuclear quadrupole resonance study of non-centrosymmetric superconductor PbTaSe 2,"K Yokoi, M Yashima, H Murakawa, H Mukuda, K Yamauchi, T Oguchi, H Sakai, N Hanasaki"
,89 Y NMR Probe of Zn Induced Local Magnetism in YBa 2 (Cu 1−y Zn y ) 3 O 6+x,"A V Mahajan, H Alloul, G Collin, J F Marucco"
,"99,101 Ru NMR and 63,65 Cu NQR Study of the Magnetic Superconductors RuSr 2 EuCu 2 O 8 and RuSr 2 GdCu 2 O 8","Z H Han, J I Budnick, W A Hines, P W Klamut, M Maxwell, B Dabrowski"
,Ab initio calculations of the electronic structure of cuprates using large scale cluster techniques,"S Renold, C Bersier, E P Stoll, P F Meier"
,Ab initio description of the Bi 2 Sr 2 CaCu 2 O 8+δ electronic structure,"Johannes Nokelainen, Christopher Lane, Robert S Markiewicz, Bernardo Barbiellini, Aki Pulkkinen, Bahadur Singh, Jianwei Sun, Katariina Pussi, Arun Bansil"
,Ab-initio investigation of the covalent bond energies in the metallic covalent superconductor MgB 2 and in AlB 2,"G Bester, M Fähnle"
,AB INITIO STUDY OF ANTISITE DEFECTS IN NB 3 SN: PHASE DIAGRAM AND IMPACT ON SUPERCONDUCTIVITY *,"N S Sitaraman, T A Arias, R D Porter, M U Liepe, J Carlson, A R Pack, M K Transtrum"
,Ab initio study on the electronic and magnetic properties of CaFe 2 As 2 within a GGA + negative U approach,"S Wu, G Wang, F Pei, S Y Wang, L Y Chen, C Z Wang, K M Ho"
,Above-gap Conductance Anomaly Studied in Superconductorgraphene-superconductor Josephson Junctions,"Jae-Hyun Choi, Hu-Jong Lee, Yong-Joo Doh"
,,A Bozbey
,a − b plane optical conductivity in YBa 2 Cu 3 O 7−δ above and below T *,"D Mihailovic, T Mertelj, K A Müller"
,a − b Plane Point Contact Spectroscopy measurements of optimally Cobalt doped Ba-122 iron-pnictide superconductors,"J Timmerwilke, E Kim, J Maughan, J S Kim, G R Stewart, A Biswas"
,"ab-plane tunneling and Andreev spectroscopy of superconducting gap and pseudogap in (Bi,Pb) 2 Sr 2 Ca 2 Cu 3 O 10+δ and Bi 2 Sr 2 CaCu 2 O 8+δ","A I D'yachenko, V Yu Tarenkov, R Szymczak, H Szymczak, A V Abal'oshev, S J Lewandowski, L Leonyuk"
,ab-plane tunneling and Andreev spectroscopy of superconducting gap and pseudogap in,"Sr, Cu, Cacu, A I D'yachenko, V Yu Tarenkov, R Szymczak, H Szymczak, A V Abal'oshev, S J Lewandowski, L Leonyuk"
,A Brief Comment on the Low-Temperature Structure of LaOFeAs,T Yildirim
,Abrupt recovery of Fermi-liquid transport by the c-axis collapse in CaFe 2 (As 1−x P x ) 2 single crystals,"S Kasahara, T Shibauchi, K Hashimoto, Y Nakai, H Ikeda, T Terashima, Y Matsuda"
,Absence of a Competition between Magnetism and Superconductivity in the Layered Nickel Borocarbides: Common Correlation T c with Crystal Chemical Parameters for Magnetic and Nonmagnetic Compounds,"L M Volkova, S A Polyshchuk, S A Magarill, F E Herbeck"
,Absence of a Proximity Effect in a Topological Insulator on a Cuprate Superconductor: Bi 2 Se 3 /Bi 2 Sr 2 CaCu 2 O 8+δ,"T Yilmaz, I Pletikosić, A P Weber, J T Sadowski, G D Gu, A N Caruso, B Sinkovic, T Valla"
,Absence of broken time reversal symmetry beneath the surface of YBa 2 Cu 3 O 7−δ,"H Saadaoui, Z Salman, T Prokscha, A Suter, H Huhtinen, P Paturi, E Morenzoni"
,Absence of magnetic field effect on static magnetic order in electron-doped,"Superconductor Nd, 86 Ce, Cuo, M Matsuda, S Katano, T Uefuji, M Fujita, K Yamada"
,Absence of nodes in the energy gap of the high-temperature electron-doped Pr 1.85 Ce 0.15 CuO 4−y superconductor using thermal conductivity and specific heat measurements,Guo-Meng Zhao
,Absence of precursor incommensurate charge order in electronic nematic Ba 0.35 Sr 0.65 Ni 2 As 2,"John Collini, Sangjun Lee, -L Sun, Chris Eckberg, Daniel Campbell, Jeff Lynn, Peter Abbamonte, Johnpierre Paglione"
,Absence of µSR evidence for magnetic order in the pseudogap phase of Bi 2+x Sr 2−x CaCu 2 O 8+δ,"S Gheidi, K Akintola, A C Y Fang, Shyam Sundar, A M Côté, S R Dunsiger, G D Gu, J E Sonier"
,Absence of superconductivity in topological metal ScInAu 2,"J M Destefano, G P Marciaga, J B Flahavan, U S Shah, T A Elmslie, M W Meisel, J J Hamlin"
,Accepted J. Alloys & Compounds (2020) Type-II Superconductivity below 4K in Sn 0.4 Sb 0.6,"M M Sharma, Kapil Kumar, Lina Sang, X L Wang, V P S Awana"
,Achieving the depairing limit along c axis in Fe 1+y Te 1−x Se x single crystals,"Yue Sun, Haruka Ohnuma, Shin-Ya Ayukawa, Takashi Noji, Yoji Koike, Tsuyoshi Tamegai, Haruhisa Kitano"
,A chip-based superconducting magnetic trap for levitating superconducting microparticles,"Martí Gutierrez Latorre, Achintya Paradkar, Gerard Higgins, Witlef Wieczorek"
,AC Measurement of the Nernst effect of thin films at low temperatures,"Y Wu, A Frydman, A Roy, S Dutta, J Jesudasan"
,A Comparison of Stripe Modulations in La,"875 Ba, Cuo, La 1 48 Nd, S B Wilkins, M P M Dean, Jörg Fink, Markus Hücker, J Geck, V Soltwisch, E Schierle, E Weschke, G Gu, S Uchida, N Ichikawa, J M Tranquada, J P Hill"
,Acoustic-phonon-mediated superconductivity in rhombohedral trilayer graphene,"Yang-Zhi Chou, Fengcheng Wu, Jay D Sau, Sankar Das Sarma"
,AC/RF Superconductivity,G Ciovati
,A different explanation of energy-resolved scanning tunnelling results from (Ca 2-x Na x )CuO 2 Cl 2 than that suggested by Hanaguri et al (2009),John A Wilson
,,"A D Thakur, D Pal, M J Higgins, S Ramakrishnan, A K Grover"
,Advantage on Superconductivity of Heavily Boron-Doped (111) Diamond Films,"Hitoshi Umezawa, Tomohiro Takenouchi, Yoshihiko Takano, Kensaku Kobayashi, Masanori Nagao, Isao Sakaguchi, Minoru Tachiki, Takeshi Hatano, Guofang Zhong, Masashi Tachiki, Hiroshi Kawarada"
,Ag-Au alloys BCS-like Superconductors?,"Surender Singh, Subhamoy Char, Dasari L V K Prasad"
,A global non-analytical fit method for the complex lineshape analysis of Bi 2 Sr 2 CaCu 2 O 8+δ,"R H He, D L Feng"
,,A I Buzdin
,,"A I Posazhennikova, J O Indekeu, D Ross, D Bonn, J Meunier"
,A Large Iron Isotope Effect in SmFeAsO 1-x F x and Ba 1-x K x Fe 2 As 2,"R H Liu, T Wu, G Wu, H Chen, X F Wang, Y L Xie, J J Yin, Y J Yan, Q J Li, B C Shi, W S Chu, Z Y Wu, X H Chen"
,,"A Lascialfari, A Rigamonti, L Romano', P Tedesco, A Varlamov, D Embriaco"
,,"Alexander P Zhuravel, Steven M Anlage"
,A Little Bit of Carbon Can do a Lot for Superconductivity in H 3 S,"Xiaoyu Wang, Tiange Bi, Katerina P Hilleke, Anmol Lamichhane, Russell J Hemley, Eva Zurek"
,All-Optical and Microwave-Free Detection of Meissner Screening using Nitrogen Vacancy Centers in Diamond,"D Paone, D Pinto, G Kim, L Feng, M-J Kim, R Stöhr, A Singha, S Kaiser, G Logvenov, B Keimer, J Wrachtrup, K Kern"
,A magnetization and 11 B NMR study of Mg 1−x Al x B 2 superconductors,"M Pissas, G Papavassiliou, M Karayanni, M Fardis, I Maurin, I Margiolaki, K Prassides, C Christides"
,A Metastable CaSH 3 Phase Composed of HS Honeycomb Sheets that is Superconducting Under Pressure,"Yan Yan, Tiange Bi, Nisha Geng, Xiaoyu Wang, Eva Zurek"
,A Model for the Coexistence of p-wave Superconductivity and Ferroelectricity,"Hong-Biao Zhang, Li-Jun Tian, Guo-Hong Yang, Shuo Jin, Mo-Lin Ge"
,Analysis of Laser ARPES from Bi 2 Sr 2 CaCu 2 O 8+δ in superconductive state: angle resolved self-energy and fluctuation spectrum,"Jae Hyun Yun, Jin Mo Bok, Han-Yong Choi, Wentao Zhang, X J Zhou, Chandra M Varma"
,Analysis of Magnetic Vortex Dissipation in Sn-Segregated Boundaries in Nb 3 Sn Superconducting RF Cavities,"Jared Carlson, Alden Pack, Mark K Transtrum, Jaeyel Lee, David N Seidman, Danilo B Liarte, Nathan Sitaraman, Alen Senanian, Michelle Kelley, James P Sethna, Tomas Arias, Sam Posen"
,Analysis of Prospective Elements and Crystal Lattice Structures via Computer Algorithms to Identify Standard Temperature Pressure (STP) Superconductors,Ekram M Towsif
,Analysis of the Ghost and Mirror Fields in the Nernst Signal Induced by Superconducting Fluctuations,"A Glatz, A Pourret, A A Varlamov"
,Anamalous positive magnetization signal at the onset of normal to superconductor transition in single crystal Nb sphere,"P D Kulkarni, S S Banerjee, H Suderow, H Takeya, S Ramakrishnan"
,Andreev reflection and spin polarization measurement of Co/YBCO junction,"N Ghosh, J Barzola Quiquia, Q Xu, G Biehne, H Hochmuth, M Lorenz, P Esquinazi, M Grundmann, H Schmidt"
,Andreev reflection in unitary and non-unitary triplet states,"Carsten Honerkamp, Manfred Sigrist"
,A near-ideal degenerate parametric amplifier,"Daniel J Parker, Mykhailo Savytskyi, Wyatt Vine, Arne Laucht, Timothy Duty, Andrea Morello, Arne L Grimsmo, Jarryd J Pla"
,An Electron Paramagnetic Resonance Study of Phase Segregation in Nd 0.5 Sr 0.5 MnO 3,"Janhavi P Joshi, A K Sood, S V Bhat, Sachin Parashar, A R Raju, C N R Rao"
,A new family of iron pnictides: BaFeAs 2 and BaFeSb 2,"J H Shim, K Haule, G Kotliar"
,A new integrating understanding of superconductivity and superfluidity,Jie Han
,A New Structural parameter for Perovskite Type Compounds and Its Application to 'Stripe Phases',Raúl Pérez-Enríquez
,Angular dependence of the melting of the porous vortex matter in Bi 2 Sr 2 CaCu 2 O 8,"Nurit Avraham, Y Y Goldschmidt, J T Liu, Y Myasoedov, M Rappaport, E Zeldov, C J Van Der Beek, M Konczykowski, T Tamegai"
,Angular Position of Nodes in the Superconducting Gap of Quasi-2D Heavy-Fermion,"Superconductor Cecoin, K Izawa, H Yamaguchi, Yuji Matsuda, H Shishido, R Settai, Y Onuki"
,An Inhomogeneous Josephson Phase Near the (Super) Conductor-Insulator Transition,"Jiufeng Tu, M Strongin"
,"An intrinsic peak-dip-hump and strong coupling effects in Bi 2 Sr 2 CaCu 2 O 8+δ ARPES data near (π, 0)","A D Gromko, Y.-D Chuang, A V Fedorov, Y Aiura, Y Yamaguchi, K Oka, Yoichi Ando, D S Dessau"
,Anisotropic charge transfer mechanism in La 2−x Sr x CuO 4 and Bi 2 Sr 2 Ca 1−x Y x Cu 2 O 8+δ,"S Sugai, N Hayamizu, T Hosokawa"
,Anisotropic chiral d + id superconductivity in Na x CoO 2 • yH 2 O,"Maximilian L Kiesel, Christian Platt, Werner Hanke, Ronny Thomale"
,Anisotropic dressing of charge-carriers in the electron-doped cuprate superconductor Sm 1.85 Ce 0.15 CuO 4 from angle-resolved photoemission measurements,"A F Santander-Syro, T Kondo, J Chang, A Kaminski, S Pailhès, M Shi, L Patthey, A Zimmers, B Liang, P Li, R L Greene"
,Anisotropic Electron-Phonon Coupling Uncovered By Angle-Resolved Photoemission,"T P Devereaux, T Cuk, Z.-X Shen, N Nagaosa"
,Anisotropic Fully-Gapped Superconductivity Possibly Mediated by Charge Fluctuations in a Nondimeric Organic Complex,"S Imajo, H Akutsu, R Kurihara, T Yajima, Y Kohama, M Tokunaga, K Kindo, Y Nakazawa"
,Anisotropic magneto-transport effects at SrTiO 3 \LaAlO 3 interfaces,"M Ben, C W Tai, Y Lereah, M Sachs, E Levy, D Rakhmilevitch, A Palevski, Y Dagan"
,"Anisotropic, non-monotonic behavior of the superconducting critical current in thin YBa 2 Cu 3 O 7-δ films on vicinal SrTiO 3 surfaces","Claudia Cantoni, D T Verebelyi, E D Specht, J Budai, D K Christen"
,Anisotropic non-split zero-energy vortex bound states in a conventional superconductor,"Howon Kim, Yuki Nagai, Levente Rózsa, Dominik Schreyer, Roland Wiesendanger"
,Anisotropic Pressure Effects on Superconductivity in Fe 1+y Te 1−x S x,"Kazunori Yamamoto, Teruo Yamazaki, Takayoshi Yamanaka, Daichi Ueta, Hideki Yoshizawa, Hiroshi Yaguchi"
,Anisotropic quasiparticle coherence in nematic BaFe 2 As 2 studied with strain-dependent ARPES,"H Pfau, S D Chen, M Hashimoto, N Gauthier, C R Rotundu, J C Palmstrom, I R Fisher, S.-K Mo, Z.-X Shen, D Lu"
,Anisotropic superconductivity and Fermi surface reconstruction in the spin-vortex antiferromagnetic superconductor CaK(Fe 0.95 Ni 0.05 ) 4 As 4,"José Benito Llorens, Edwin Herrera, Víctor Barrena, Beilun Wu, Niclas Heinsdorf, Vladislav Borisov, Roser Valentí, William R Meier, Sergey Bud, Paul C Canfield, Isabel Guillamón, Hermann Suderow"
,Anisotropic s-wave superconductivity in borocarbides LuNi 2 B 2 C and YNi 2 B 2 C,"K Maki, P Thalmeier, H Won"
,Anisotropic s-wave superconductivity in MgB 2,"Stephan Haas, Kazumi Maki"
,Anisotropic upper critical field of BiS 2 -based superconductor LaO 0.5 F 0.5 BiS 2,"Yoshikazu Mizuguchi, Atsushi Miyake, Kazuto Akiba, Masashi Tokunaga, Joe Kajitani, Osuke Miura"
,Anisotropy and multiband superconductivity in Sr 2 RuO 4,"S J Kuhn, W Morgenlander, E R Louden, C Rastovski, W J Gannon, † H Takatsu, D C Peets, Y Maeno, C D Dewhurst, J Gavilano, M R Eskildsen"
,Anomalies in heat capacity of YBa 2 Cu 3 O 6+x in normal state,"V N Naumov, G I Frolova, V V Nogteva, A I Romanenko, T Atake"
,Anomalous dispersion in the autocorrelation of ARPES data of Bi 2 Sr 2 CaCu 2 O 8+δ,"U Chatterjee, M Shi, A Kaminski, A Kanigel, H M Fretwell, K Terashima, T Takahashi, S Rosenkranz, Z Z Li, H Raffy, A Santander-Syro, K Kadowaki, M Randeria, M R Norman, J C Campuzano"
,"Anomalous dressing of Dirac fermions in the topological surface state of Bi 2 Se 3 , Bi 2 Te 3 , and Cu x Bi 2 Se 3","Takeshi Kondo, Y Nakashima, Y Ota, Y Ishida, W Malaeb, K Okazaki, S Shin, M Kriener, Satoshi Sasaki, Kouji Segawa, Yoichi Ando"
